COMENTARIO,CLASE,ETIQUETA,ALEATORIO,
['EXCELENTE ESPACIO DE DISCUSION GRACIAS POR LA INVITACION'],POSITIVO,0,0.0050664548112604457
['EL PRESIDENTE SENALA QUE ES MUY IMPORTANTE QUE EXISTAN CAMPANAS DE ORIENTACION A LOS JOVENES PARA QUE NO SE CONSUMA DROGA PARA QUE NO AUMENTE EL CONSUMO'],NEUTRO,2,0.88973386568463009
['POS CLARO'],NEUTRO,2,0.72536967354152559
['MEXICO ARDE EL GOBIERNO ES RESPONSABLE TE INVITO A LEER MI COLUMNA'],NEUTRO,2,0.48327008235346014
['EL PRIMER RECURSO DEBE SER SIEMPRE LA CONTENCION DE QUIEN ESTA ATRAVESANDO LA CURVA DE LA VIOLENCIA DESDE LO TECNICO DEPENDE EL CASO PUEDE SER GESTIONAR LA BAJA DEL CONTENIDO LESIVO DOCUMENTAR LA AGRESION TEJER REDES DE APOYO FRENTE A ATAQUES TROLLS'],POSITIVO,0,0.0025082522617647651
['ARMONIA'],NEUTRO,2,0.42444492757403252
['LES QUERIA CONTAR QUE EN EL POR PRIMERA VEZ DESDE SU EXISTENCIA EL TALLER DE MUJERES CIENCIA Y TECNOLOGIA TUVO QUE DIVIDIRSE EN COMISIONES DEBIDO A LA CANTIDAD DE ASISTENTES ESTA IMAGEN ES TODO'],POSITIVO,0,0.28361214881878571
['NOS RE ENCANTO LEAN LEAN LEAN TODA LA CUENTA DE ESTA GENIAL ESPANOLA ES DIGNA DE SER SEGUIDA GRACIAS Y SALUDOS DESDE BUENOS AIRES ARGENTINA'],POSITIVO,0,0.57674272781203939
['MI PRESIDENTE ACABA DE DESTINAR MILLONES DE PESOS PARA EL BEISBOL Y DEJAR EN EL PROGRAMA DE DETECCION Y ATENCION DE CANCER DE MAMA ESTOS SON DATOS DEN LAS MAROMAS QUE QUIERAN ESTOS SON MUY DOLOROSOS VERGONZOSOS Y TRISTES TRISTES DATOS'],NEUTRO,2,0.15887932538698912
['MY ARTICLE ON S CAMPAIGN AND ITS EFFECTS ON WOMEN AND NONBINARY PEOPLE AS WELL AS AN UPCOMING REPORT ON THE ISSUE IN ARGENTINA FT'],NEUTRO,2,0.07526356178215976
